road_id,pixel_hue,pixel_satu,pixel_ligh,pixel_egde,pixel_thre,beautiful,boring,depressing,lively,safety,wealthy,seg_building,seg_sky,seg_floor,seg_tree,seg_ceiling,seg_road,seg_bed,seg_windowpane,seg_grass,seg_cabinet,seg_sidewalk,seg_person,seg_earth,seg_door,seg_table,seg_mountain,seg_plant,seg_curtain,seg_chair,seg_car,seg_water,seg_painting,seg_sofa,seg_shelf,seg_house,seg_sea,seg_mirror,seg_rug,seg_field,seg_armchair,seg_seat,seg_fence,seg_desk,seg_rock,seg_wardrobe,seg_lamp,seg_bathtub,seg_railing,seg_cushion,seg_base,seg_box,seg_column,seg_signboard,seg_chest of drawers,seg_counter,seg_sand,seg_sink,seg_skyscraper,seg_fireplace,seg_refrigerator,seg_grandstand,seg_path,seg_stairs,seg_runway,seg_case,seg_pool table,seg_pillow,seg_screen door,seg_stairway,seg_river,seg_bridge,seg_bookcase,seg_blind,seg_coffee table,seg_toilet,seg_flower,seg_book,seg_hill,seg_bench,seg_countertop,seg_stove,seg_palm,seg_kitchen island,seg_computer,seg_swivel chair,seg_boat,seg_bar,seg_arcade machine,seg_hovel,seg_bus,seg_towel,seg_light,seg_truck,seg_tower,seg_chandelier,seg_awning,seg_streetlight,seg_booth,seg_television receiver,seg_airplane,seg_dirt track,seg_apparel,seg_pole,seg_land,seg_bannister,seg_escalator,seg_ottoman,seg_bottle,seg_buffet,seg_poster,seg_stage,seg_van,seg_ship,seg_fountain,seg_conveyer belt,seg_canopy,seg_washer,seg_plaything,seg_swimming pool,seg_stool,seg_barrel,seg_basket,seg_waterfall,seg_tent,seg_bag,seg_minibike,seg_cradle,seg_oven,seg_ball,seg_food,seg_step,seg_tank,seg_trade name,seg_microwave,seg_pot,seg_animal,seg_bicycle,seg_lake,seg_dishwasher,seg_screen,seg_blanket,seg_sculpture,seg_hood,seg_sconce,seg_vase,seg_traffic light,seg_tray,seg_ashcan,seg_fan,seg_pier,seg_crt screen,seg_plate,seg_monitor,seg_bulletin board,seg_shower,seg_radiator,seg_glass,seg_clock,seg_flag,obj_person,obj_traffic light,obj_fire hydrant,obj_street sign,obj_stop sign,obj_parking meter,obj_bench,obj_bird,obj_cat,obj_dog,obj_horse,obj_bicycle,obj_sheep,obj_cow,obj_elephant,obj_bear,obj_zebra,obj_giraffe,obj_hat,obj_backpack,obj_umbrella,obj_shoe,obj_car,obj_eye glasses,obj_handbag,obj_tie,obj_suitcase,obj_frisbee,obj_skis,obj_snowboard,obj_sports ball,obj_kite,obj_baseball bat,obj_motorcycle,obj_baseball glove,obj_skateboard,obj_surfboard,obj_tennis racket,obj_bottle,obj_plate,obj_wine glass,obj_cup,obj_fork,obj_knife,obj_airplane,obj_spoon,obj_bowl,obj_banana,obj_apple,obj_sandwich,obj_orange,obj_broccoli,obj_carrot,obj_hot dog,obj_pizza,obj_bus,obj_donut,obj_cake,obj_chair,obj_couch,obj_potted plant,obj_bed,obj_mirror,obj_dining table,obj_window,obj_desk,obj_train,obj_toilet,obj_door,obj_tv,obj_laptop,obj_mouse,obj_remote,obj_keyboard,obj_cell phone,obj_microwave,obj_oven,obj_truck,obj_toaster,obj_sink,obj_refrigerator,obj_blender,obj_book,obj_clock,obj_vase,obj_scissors,obj_teddy bear,obj_hair drier,obj_boat,obj_toothbrush
1054,0.527001387,0.119289036,0.498096588,0.290293686,0.194582505,0.489447093,0.469730456,0.355427953,0.405638537,0.517386364,0.486902278,0.186028371,0.485788627,0,0.162877681,0,0.716152793,0,0,0.000357846,0,0.02413979,0.016995776,0,0,0,0,0.043501948,0,0,0.102307554,0,0,0,0,0,0,0,0,0,0,0,0.065914672,0,0,0,0,0,0.044776739,0,0,0,0,0.000506842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065320091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006308328,0,0,0.000487686,0,0,0,0.000649773,0,0,0,0,0,0.032042724,0,0.002283105,0.000857143,0,0,0,0,0,0.006275755,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25E-05,0,0,0,0,0,0,0,0,0,0,0.00402097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034188034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178217822,0,0,0,0,0,0,0,0,0,0,0.051282051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0
1055,0.578113901,0.198190125,0.431838175,0.401037098,0.337241159,0.558192167,0.454547756,0.461485618,0.437116931,0.54393044,0.45896863,0.228997426,0.173414037,0,0.29995044,0,0.715926768,0,0,0.005214324,0,0.096119479,0.050250516,0,0,0,0,0.035221051,0,0,0.256535064,0,0,0,0,0,0,0,0,0,0,0,0.003855893,0,0,0,0,0,0,0,0,0,0,0.007180267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097212294,0.003898636,0,0,0,0,0,0.000890076,0,0,0.001071429,0,0,0,0.003006012,0,0.001134173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011092985,0,0,0,0,0,0,0.00129199,0,0.008571429,0,0.007482058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188034188,0.25,0,0,0,0,0,0,0,0,0,0.027777778,0,0,0,0,0,0,0,0,0,0,0.234323432,0,0,0,0,0,0,0,0,0,0,0.205128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,0.458897731,0.084640195,0.454090341,0.272780137,0.138094833,0.637549408,0.333195146,0.369956512,0.429896466,0.527068527,0.514477408,0.524997493,0.204207184,0,0.00202051,0,0.523453392,0,0,0.001380262,0,0.018636712,0.000442087,0,0,0,0,0.035609218,0,0,0.114724175,0,0,0,0,0,0,0,0,0,0,0,0.056198204,0,0,0,0,0,0.187102804,0,0,0,0,0.000253421,0,0,0,0,0,0,0,0,0,0.00862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007309942,0,0,0,0,0,0,0,0,0.086571429,0,0,0,0,0,0.027815584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002061383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059405941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0
1057,0.351891735,0.138758529,0.52104707,0.346269015,0.195299394,0.581421673,0.505942856,0.442330579,0.364822683,0.65879575,0.625506678,0.294296316,0.331216511,0,0.187912884,0,0.651976957,0,0,0.001051628,0,0.026988585,0.044840217,0,0,0,0,0.007039541,0,0,0.09738855,0,0,0,0,0,0,0,0,0,0,0,0.086276638,0,0,0,0,0,0.076688919,0,0,0,0,0.000289624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005930461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002383043,0,0,0,0.004572241,0,0,0.009189641,0,0,0,0,0,0,0,0,0.000673469,0,0,0,0,0,0.002916444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186437,0,0,0,0,0,0,0,0,0,0,6.54E-05,0,0,0,0,0,0,0,0,0,0,0.007639419,0,0,0,0,0,0,0,0,0,0,0,0.051282051,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118811881,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,0.435105022,0.16280606,0.513246332,0.49647014,0.306527811,0.666459733,0.559437912,0.585732662,0.504542269,0.59335554,0.542455333,0.189349112,0.107759476,0,0.498951622,0,0.379562044,0,0,0.009661836,0,0.019913199,0.013262599,0,0,0,0,0.11914685,0,0,0.3799351,0,0,0,0,0,0,0,0,0,0,0,0.031767956,0,0,0,0,0,0,0,0,0,0,0.014698429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008547009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03960396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,0.34413506,0.254700986,0.477896914,0.440104355,0.417137011,0.686306141,0.439054617,0.365014745,0.407411901,0.557409797,0.500840848,0.087520476,0.279751273,0,0.491174564,0,0.46356348,0,0,0.000306725,0,0.019913199,0.047155909,0.011609158,0,0,0,0.138024025,0,0,0.160537227,0,0,0,0,0,0,0,0,0,0,0,0.090930018,0,0,0,0,0,0.01046729,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0.00063857,0,0,0,0,0,0,0,0.004240598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0.004196439,0,0,0,0,0,0,0,0,0,0,0,0,0.000561167,0.000978793,0,0,0,0,0,0,0,0,0,0,0.002290426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11965812,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059405941,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,0.549844842,0.112417083,0.485486047,0.433592678,0.191772578,0.47853726,0.442851416,0.461836679,0.354655621,0.646796104,0.339845623,0.266873934,0.476483429,0,0.066333727,0,0.657173627,0,0,0,0,0.12177687,0.123784262,0,0,0,0,0.08114734,0,0,0.069226609,0,0,0,0,0,0,0,0,0,0,0,0.169198895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001832341,0,0,0,0,0,0,0,0,0.007575758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017094017,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02970297,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,0.305103734,0.325116067,0.385518351,0.648313867,0.510137188,0.600848624,0.551627696,0.5730736,0.119335059,0.41827085,0.381761784,0.000300873,0.323377654,0,0.676756509,0,0.303577839,0,0,0.000230044,0,0.000127649,0.005747126,0.034504998,0,0,0,0.001838686,0,0,0,0.295632051,0,0,0,0,0,0,0,0,0,0,0.023998619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241758242,0,0,0,0,0,0,0,0,0,0.00524495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050239234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017094017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,0.255885004,0.363200839,0.386478094,0.943575145,0.623348726,0.636052783,0.446783238,0.516810631,0.314005556,0.443314495,0.356074206,0.009176612,0.158920421,0.009856354,0.846692844,0,0.129232978,0,0,0.010812054,0,0.043451621,0.053757737,0.14924218,0,0,0,0.002157392,0,1,0.00048675,0.078362742,0,0,0,0,0,0,0,0,0,0,0.091332873,0,0,0,0,0,0.031925234,0,0,0,0,0,0,0,0,0,0,0,0,0.086813187,0.002426343,0.007088123,0,0,0,0,0,0.007720588,0,0.006405535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194024,0,0,1,0,0,0,0,0,0,0.043459614,0,0,0,0,0,0,0.001602136,0,0,0.057642857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514110429,0,0.000588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145299145,0,0,0,0.5,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,0.495561914,0.258756373,0.338079313,0.995444772,0.526259228,0.595330384,0.440378319,0.383607612,0.084805971,0.561843354,0.20674538,0.033697723,0.044453265,0,0.01494415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126554816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,0.535010137,0.222550475,0.686904802,0.394234768,0.325228759,0.780518074,0.496023009,0.266488479,0.451675607,0.498197452,0.440715477,0.014935621,0.710076786,0,0.27917643,0,0.317927854,0,0,0.354479659,0,0.001001551,0.00448888,0.003919331,0,0,0.001273034,0.115808928,0,0,0.053001622,0.234729979,0.000428243,0,0,0,0.102987921,0,0,0,0,0,0.040134934,0,0.006033182,0,0,0,0.080057513,0,0,0,0,0.000701782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02348639,0,0,0,0,0,0,0,0,0,0,0.005426672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004048583,0,0,0,0,0,0.000821608,0,0,0.099593407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02E-05,0,0,0,0,0,0,0,0,0,0,0.000352373,0,0,0,0,0.181082076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068376068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069306931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0
1065,0.486484109,0.142354062,0.564765385,0.330358531,0.243196619,0.38239643,0.420945539,0.470593495,0.616047245,0.553337349,0.608386248,0.377695316,0.264867368,0,0.042163852,0,0.409078218,0,0,0,0,0.251425411,0.083259652,0,0,0,0,0,0,0,0.202451776,0,0,0,0,0,0,0,0,0,0,0,0.04017035,0,0,0,0,0,0,0,0,0,0,0.000591316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06680802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005511657,0,0,0.007315289,0,0,0,0.001949318,0,0,0,0,0,0.000890076,0,0,0.001428571,0,0,0,0,0,0.028240898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017400761,0,0,0,0,0,0,0,0,0,0,0.029928233,0,0,0,0,0,0,0,0,0.006313131,0,0,0,0,0,0,0,0,0,0,0,0,0.001672241,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194719472,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0
1066,0.508232437,0.183391722,0.470693578,0.35603132,0.32953279,0.376934368,0.521208333,0.508860396,0.530099393,0.578672773,0.512268602,0.385668438,0.190886089,0,0.110861195,0,0.644130669,0,0,0,0,0.06213301,0.065649867,0,0,0,0,0,0,0,0.147309356,0,0,0,0,0,0,0,0,0,0,0,0.054601174,0,0,0,0,0,0,0,0,0,0,0.022871262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002287691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014212262,0,0,0,0,0,0,0,0,0,0,0.005116959,0,0,0,0,0,0.037383178,0,0,0.006107143,0,0,0,0,0,0.000893161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019045677,0,0,0,0,0,0,0,0,0,0,0.013742556,0,0,0,0,0,0,0,0,0.001893939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068376068,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273927393,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068181818,0,0,0,0,0,0,0,0,0,0,0,0
1067,0.385467672,0.323677418,0.426803661,0.544510071,0.540400669,0.711109702,0.709190446,0.401657193,0.447528421,0.336232643,0.38644486,0.16046535,0.215122048,0,0.414166444,0,0.053847074,0,0,0,0,0.533571611,0.054818744,0,0,0,0,0.000245158,0,0,0.234451055,0,0,0,0,0,0,0,0,0,0,0,0.008977901,0,0,0,0,0,0,0,0,0,0,0.003041054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005120702,0,0,0,0,0,0,0,0,0,0.531375167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074388254,0,0,0,0,0,0,0,0,0,0,0.166743014,0,0,0,0,0,0,0,0,0.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02310231,0,0,0,0,0,0,0,0,0,0,0.102564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,0.440203553,0.28026819,0.437415878,0.486145182,0.46728741,0.534883334,0.407180273,0.554122405,0.526976856,0.559550715,0.398696531,0.254056765,0.228815241,0,0.284853799,0,0.050257269,0,0,0,0,0.506050549,0.054465075,0,0,0,0,0.002843834,0,0,0.195997837,0,0,0,0,0,0,0,0,0,0,0,0.022582873,0,0,0,0,0,0.004037383,0,0.014294516,0,0,0.003852002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009157936,0,0,0,0.025636523,0,0,0.001755669,0,0,0,0.022222222,0.056784969,0,0,0,0,0.010680908,0,0,0,0,0,0,0,0,0.02102756,0,0,0,0,0,0,0,0,0,0,0,0,0.001010101,0.084959217,0,0,0,0,0,0,0,0,0,0,0.01548328,0,0,0,0,0,0,0,0,0.007575758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094017094,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0.174917492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068181818,0,0,0,0,0,0,0,0,0,0,0,0
1069,0.355371896,0.304649415,0.356435108,0.701047088,0.531535846,0.677501522,0.290591476,0.240025267,0.374603928,0.410781193,0.192077251,0.249189316,0.146060726,0,0.397443229,0,0.244904471,0,0,0,0,0.122287465,0.000884173,0,0,0,0,0.215412274,0,0,0.133315306,0,0,0,0,0,0,0,0,0,0,0,0.000575506,0,0,0,0,0,0.052087227,0,0,0,0,0.022301064,0,0,0,0,0,0,0,0,0,0.009578544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011695906,0,0,0,0,0,0.008900756,0,0,0.195428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002936378,0,0,0,0,0,0,0,0,0,0,0.030691709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017094017,0,0,0,0,0,0,0,0,0,0,0.027777778,0,0,0,0,0,0,0,0,0,0,0.04290429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,0.268951251,0.312399522,0.405719868,0.67663356,0.565247495,0.838718073,0.259868434,0.429772069,0.240180033,0.40291334,0.204104006,0.24260355,0.084242905,0.019226519,0.499485342,0,0.028598779,0,0,0.001380262,0,0.370819505,0.145446508,0,0.008275862,0,0,0.087521451,0,0,0.037723094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167590881,0,0,0.005068424,0,0,0,0,0,0,0,0,0,0.01532567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001335113,0,0.003424658,0.067928571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145622896,0.014029364,0,0,0,0,0,0,0,0,0.002857143,0,0.076042144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008547009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056105611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0
1071,0.194919435,0.123665335,0.611827758,0.195804914,0.273760417,0.617467304,0.459171383,0.509117935,0.350129976,0.57292301,0.39917278,0.253334671,0.110868559,0.018121547,0.011792663,0.394935658,0.329942962,0,0,0,0,0.016339035,0.000294724,0,0,0,0,0.289531748,0.006535948,0,0.058950784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056394763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002670227,0,0,0.266142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008547009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,0.915697592,0.036519173,0.658122757,0.149778398,0.021999955,0.512281982,0.555787469,0.336304305,0.380975671,0.453534268,0.553310883,0.086450707,0.795858967,0,0.012453458,0,0.908779067,0,0,0.00184035,0,0.007403625,0.000884173,0,0,0,0,0.034567296,0,0,0.064809807,0,0,0,0,0,0,0,0,0,0,0,0.028775322,0,0,0,0,0,0.057071651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039802105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009746589,0,0,0,0,0,0.115709835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056105611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
